estudiante_skey,id_estudiante,dni,nombre,apellido,genero,fecha_nacimiento,nacionalidad,anio_ingreso,edad_ingreso,egreso_carrera,anio_egreso,abandono_carrera,anio_abandono,nombre_programa,tipo_programa,duracion_programa,anio_plan_programa,facultad_programa,valid_from,valid_to,es_actual,total_inscripciones,es_ingresante_sin_cursada
5693,78736,21139234,Noelia,Morales,F,2006-02-19,Argentina,2020,14,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
5708,27985,21141960,Emilio,García,M,2004-11-02,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
5733,70256,21147421,Iván,Medina,M,2008-01-01,Argentina,2020,12,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
5799,42497,21162781,Silvina,Díaz,F,2004-04-12,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
5886,123662,21180029,Martín,Romero,M,2001-11-12,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
5981,38071,21198109,Agustín,Díaz,M,2003-01-17,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6027,12885,21206338,Federico,Acosta,M,2003-08-20,Argentina,2021,18,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6030,57425,21207741,Alejandro,Benítez,M,1998-10-05,Brasileña,2020,22,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6063,78093,21215503,Julián,Lima,M,2006-06-09,Boliviana,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6093,106972,21221040,Mariela,Morales,F,2004-06-05,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6149,111923,21231176,Jimena,Castro,F,2001-01-19,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6162,21307,21233468,Leandro,Ojeda,M,2002-08-15,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6296,117695,21256981,Ramiro,Vargas,M,2005-01-02,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6302,91461,21258701,Nicolás,Vega,M,1999-06-15,Argentina,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6318,47420,21263577,Ignacio,Mendoza,M,2001-08-18,Argentina,2020,19,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6323,103122,21265049,Martín,Quispe,M,2006-06-06,Paraguaya,2020,14,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6331,110321,21266641,Ezequiel,Rodríguez,M,2007-09-13,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6352,20742,21269693,Verónica,Molina,F,2001-05-04,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6361,90930,21271182,Claudio,Suárez,M,2004-05-11,Argentina,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6395,83594,21276665,Pablo,Morales,M,2004-11-25,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6453,118841,21288551,Pablo,Ortega,M,2006-01-18,Argentina,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6483,5153,21294091,Paola,Fuentes,F,2006-11-16,Peruana,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6562,116184,21307672,Matías,Pérez,M,2007-07-03,Argentina,2020,13,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6581,109832,21310230,Claudio,Medina,M,2007-02-04,Argentina,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6611,40283,21317646,Alejandra,Castro,F,2001-08-27,Argentina,2020,19,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6631,118032,21321070,Fernando,Flores,M,2006-11-10,Argentina,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6684,85694,21333263,Lucas,Rodríguez,M,2004-02-14,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6771,114479,21351568,Patricia,Peralta,F,2004-07-20,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6785,65914,21354543,Iván,Morales,M,2000-01-17,Argentina,2021,21,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6879,4856,21374197,Santiago,López,M,2002-09-15,Argentina,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6974,42127,21393722,Valentina,Cruz,F,2007-08-28,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6976,14599,21394517,Paola,Molina,F,2004-05-07,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
6995,97561,21397424,Damián,Castro,M,2006-03-23,Argentina,2020,14,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7030,8677,21402647,Julián,Pérez,M,2004-01-17,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7040,110492,21403942,Romina,Ramírez,F,1998-08-07,Argentina,2020,22,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7155,120296,21425544,Fernando,Carrizo,M,2005-01-06,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7181,7427,21430839,Maximiliano Maximiliano,Ojeda,M,2005-11-12,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7200,91597,21433895,Mariana,Ojeda,F,2007-05-25,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7266,45720,21450179,Ezequiel,Castro,M,2005-10-01,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7267,119270,21450494,Gastón,Morales,M,2007-02-13,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7270,57921,21450960,Iván,Núñez,M,2001-04-06,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7324,86607,21459594,Matías,García,M,2006-06-27,Argentina,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7424,33246,21476955,Lucas,Suárez,M,2003-01-16,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7446,68262,21481445,Tomás Tomás,Cruz,M,2002-12-04,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7476,39872,21486815,Gastón,Rojas,M,1996-03-08,Argentina,2020,24,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7488,113397,21488734,Cecilia,Suárez,F,1997-03-09,Argentina,2020,23,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7504,107802,21492536,Pablo,Romero,M,2006-04-03,No especificado,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7513,78643,21493541,Mariela,Vera,F,2005-03-28,Argentina,2020,15,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7550,103327,21502923,Martín,Morales,M,2004-02-03,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7585,61595,21511102,Sergio,Huanca,M,2003-07-28,Paraguaya,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7612,24295,21515539,Luciana,Fernández,F,2004-08-22,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7647,129833,21523516,Gonzalo,González,M,2002-01-22,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7658,24090,21525292,Cristian,Villalba,M,2004-06-30,Paraguaya,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7661,4778,21526026,Cristian,García,M,2004-03-22,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7734,11088,21538196,Laura,Álvarez,F,1999-01-17,Argentina,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7807,95319,21553063,Emilio,Condori,M,2001-12-12,Chilena,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7849,86969,21562975,Ramiro,Castro,M,2005-06-10,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
7946,115810,21582907,Pablo,Rodríguez,M,2001-11-26,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8305,98633,21653929,Gonzalo,Molina,M,2007-01-27,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8328,52860,21657919,Cecilia,Gómez,F,2004-07-20,Argentina,2020,16,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8343,23418,21662316,Emilio,Lima,M,1998-05-24,Uruguaya,2020,22,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8379,63028,21670092,Cecilia,González,F,2002-06-17,Argentina,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8398,52439,21674076,Martín,Vega,M,2002-01-25,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8431,119237,21680363,Verónica Verónica,Cruz,F,2001-01-15,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8543,5540,21702366,Romina,Vega,F,2001-01-29,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8552,65018,21703750,Emilio,Pereira,M,2003-04-22,Chilena,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8593,94144,21710559,Lucas,Moreno,M,2004-01-01,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8646,41840,21719293,Gastón,Morales,M,2001-05-30,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8676,53924,21725105,Pablo,Pérez,M,2001-09-28,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8715,17893,21732110,Jimena,Reyes,F,2007-12-01,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8729,59412,21733832,Rodrigo,Moreno,M,2005-06-29,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8844,23821,21755302,Agustín,Ruiz,M,2002-03-25,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8878,127031,21760630,Gabriela,Flores,F,2007-12-10,Argentina,2020,13,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8912,27089,21766121,Ezequiel,Núñez,M,2002-05-08,Argentina,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
8937,101754,21769837,Maximiliano,Reyes,M,2001-03-17,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9068,72383,21798986,Pablo,Ríos,M,2007-09-26,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9078,92720,21800754,Fernando,Cruz,M,2006-02-26,Argentina,2020,14,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9119,67151,21809327,Agustín,Lima,M,1999-01-23,Boliviana,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9144,118768,21813595,Claudio,Martínez,M,2002-08-18,No especificado,2020,18,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9255,51179,21831184,Patricia,García,F,1999-12-25,Argentina,2024,25,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9312,106570,21839691,Rodrigo,Suárez,M,2007-11-06,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9352,68277,21846726,Natalia,Suárez,F,2005-02-23,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9356,56761,21847265,Patricia,Ríos,F,2003-07-26,Argentina,2021,18,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9439,18447,21863904,Diego,Díaz,M,2003-02-08,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9491,50159,21873579,Claudio,Martínez,M,2007-05-03,Argentina,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9498,122221,21875313,Julián,Gómez,M,2001-07-04,Argentina,2020,19,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9520,25696,21880097,Rodrigo,Gómez,M,2007-10-12,Argentina,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9561,75421,21887320,Daniela,Díaz,F,2007-12-02,Argentina,2020,13,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9569,82007,21888268,Ezequiel,Díaz,M,2007-02-02,No especificado,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9608,93946,21895987,Leandro,Medina,M,2000-10-25,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9611,14261,21896880,Maximiliano,Molina,M,2007-11-07,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9676,48156,21909842,Iván,Martínez,M,2002-07-08,Argentina,2020,18,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9716,100549,21917441,Rodrigo,Apaza,M,2003-11-11,Paraguaya,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9797,83879,21930650,Claudio,Cabrera,M,2007-02-09,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9800,101423,21931029,Ezequiel,Moreno,M,2007-11-04,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9804,53471,21931631,Sebastián,Cruz,M,1999-10-04,Argentina,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9806,757,21932093,Ezequiel,Vega,M,2001-05-08,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9909,29637,21951316,Micaela,Ojeda,F,2002-07-26,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9923,61936,21953895,Natalia,Suárez,F,2002-08-22,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
9972,95508,21963895,Tomás,Ojeda,M,2007-10-20,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10037,67514,21977950,Ezequiel,Rojas,M,2002-01-28,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10060,129169,21980717,Claudio,Cabrera,M,2002-10-08,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10068,111138,21982207,Mariana,Pérez,F,2001-12-15,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10161,105866,21997702,Cristian,Torres,M,2005-06-06,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10164,76736,21998675,Pablo,García,M,2003-05-09,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10172,53353,21999420,Agustín,Giménez,M,2003-01-01,Brasileña,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10205,127791,22006461,Nicolás,Silva,M,2002-05-17,Colombiana,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10209,55576,22007307,Damián,Ríos,M,2003-06-03,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10242,89934,22014242,Matías,Romero,M,2000-05-02,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10346,116622,22034150,Lucas,Romero,M,1998-10-01,Argentina,2020,22,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10387,123166,22040119,Nicolás,Cabrera,M,2003-01-22,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10402,103425,22043294,Micaela,Ledesma,F,2006-08-13,Argentina,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10406,87988,22044158,Gabriela,Carrizo,F,2006-01-14,Argentina,2020,14,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10409,17920,22044520,Pablo,Souza,M,2005-02-10,Peruana,2020,15,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10439,1604,22052031,Sebastián,Pérez,M,1998-09-07,Argentina,2024,26,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10467,36538,22058024,Iván,Ortega,M,2000-12-22,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10520,88085,22068773,Federico Federico,Sánchez,M,2004-04-17,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10531,18327,22071153,Claudia,Gómez,F,2007-10-29,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10579,120442,22078068,Agustín,Herrera,M,2005-03-07,Argentina,2020,15,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10581,110031,22078181,Ezequiel,Gómez,M,2006-03-19,Argentina,2020,14,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10590,59879,22079714,Tomás,Fuentes,M,2007-05-07,Boliviana,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10629,120589,22088026,Leandro,González,M,2004-12-31,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10857,2550,22130482,Sofía,Ojeda,F,2005-10-13,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10877,115706,22135216,Julián,Moreno,M,2004-05-16,Argentina,2020,16,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10880,122686,22135888,Pablo,Flores,M,2003-07-16,Argentina,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10900,118028,22139669,Patricia,Benítez,F,2002-08-07,Venezolana,2020,18,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10934,57184,22147255,Emilio,Ramos,M,2007-09-10,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
10940,25743,22148891,Iván,García,M,2002-04-29,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
11006,70329,22162306,Maximiliano,Gómez,M,2004-04-24,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
11024,106133,22165187,Fernando,Ruiz,M,2004-04-14,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
